text,label,language
@user faut que je gère 2-3 trucs avant,1.6,French
@user Hâtes de le voir mon bg,4.0,French
@user C'est un problème connu de longue date. La France ne parvient pas à garder ses maîtres d'armes qui brillent ensuite à l'étranger.,1.2,French
"@user @user Gars porter la Cam n'est pas facile, en plus la clientèle blague trop avec les #237photographer",3.2,French
@user il est vraiment génial,1.6,French
@user @user C'est qui ?,1.75,French
@user Frère parle français là,2.25,French
jusqu’à ce qu’un jour nos deux yeux s’éteignent,2.0,French
@user Les mêmes qui critiquaient le style de jeu de l’atletico mdrr,1.2,French
@user J'en profite pour rappeler que Mizore reste la GOAT absolue dans cet anime,1.8,French
@user grave et faut que ça tombe sur moi mdr,2.4,French
@user Celle de tout à l’heure ?,1.4,French
Dernier jour et c'est le WEEK-END,1.0,French
Mdrrr avec Lisa on va voir after du coup !!!!,3.0,French
@user @user a l’époque où tu étais bon au jeu bb,3.6,French
PTDR les gens dehors désolée mais 😬😭,2.0,French
"@user même pas t'es un malade, si t'as un gros cul t'as un gros cul après faut pas être gênant à le crier partout quoi",4.5,French
Envie de faire parler mon blec ds son sommeil ^^,2.25,French
Montpellier : deux sœurs âgées de 5 et 7 ans se piquent avec une seringue au parc de la guirlande http,1.0,French
@user copieuse,2.4,French
@user @user pas de territoire,1.6,French
@user Surcoté quand même car il y a beaucoup de copains dans les médias,1.6,French
@f_philippot Elle est où la police là 👇 http,1.0,French
Bouleine ma adiou je suis très crx,3.25,French
on est au marché là genre,3.0,French
@user Merci pour l’info 🙌,1.2,French
#DeuxSèvres. Les motards dans le sillage des gendarmes à la rentrée. http http,1.0,French
"@user Bonjour, mon amie... 😀",2.0,French
@user Tout le monde,1.0,French
@user Avec d'autres passe temps,2.0,French
@user J’avoue 😂,1.0,French
@user bah déjà le sondage a été fait sur JVC 😬,1.2,French
@user Merci beaucoup ❤☺,2.4,French
@user j’ai dansé pour vous,3.8,French
Aller hop c'est décidé cet été je me barre solo,2.8,French
@user @user @user @user @user t’étais bien quand t’avais fermé ta gorge,3.4,French
Cette série est quand même folle http,1.25,French
j’ai tellement envie d’aller en teuf dans la gadoue mon corps manque de son et de saleté là,4.2,French
"@dupontaignan En fait, des gens comme vous devraient un jour être traduits en justice...",1.8,French
@user autant pour moi tauras pas ce problème finalement fais comme tu le sens,2.0,French
@user et à aucun moment j'ai affirmé quelque chose hein,2.4,French
@user @user @user @user T’es trop imposant hamid j’ai peur de te contrarier des fois,3.4,French
@user @OM_Officiel Je suis un expert financier de renom et je pense qu’il faut temporiser un peu car rien n’est sûr !,2.0,French
jimin meilleur acteur #BANGBANGCON21,2.0,French
@user C'est normal qu'il ai 7 lf ?,1.0,French
@user Merci Heidi gros bisous et tous mes vœux de bonne Année,2.6,French
@user J’espère tu perces.,2.2,French
"@user Merci beaucoup ma puce 🥺. C’est toi qui est belle ! BHahahha si tu pouvais te livrer toi même jusque chez moi, j’aimerais bien 👉🏻👈🏻",4.75,French
@user personne n’a dit que le changement est positif,1.2,French
Le Montréalais qui fait sonner la France http via @user,1.0,French
@user Euuuh si tkt... en sah il est malaisant qd mm mais pk tu veux je regardes ca..,3.25,French
ça mfait chier mais on s’en branle,3.2,French
&lt;—— pense à vmin tout le temps,1.8,French
@user @user @user @user passe d les reufs,1.75,French
@user oui oui dis bien,1.0,French
Je suis bientot finito 😔😔,2.8,French
"@user Oui, c'est très frustrant Les 2 là, je ne pouvais plus me les encadrer ahaha http",2.0,French
@user @user @user @user il a réactivé ce fils de tinp,2.5,French
Je pense donc je tweete,1.2,French
Wesh @user reste à l’affût le sang ça prépare un gros son Vagos 🤝,3.0,French
@user (N’a même pas de quoi s’acheter une trottinette),2.6,French
@user oui dsl boss,1.6,French
@user @RomainLanery Ah ouai dans quoi ?,1.0,French
@user OK Van Damme ! Ceci dit JCVD maire de Paris aurait peut-être pas fait pire lol #SaccageParis dans ta g****,1.2,French
Touch pas à mon Smasheur : Negato et les propos discriminatoires http,1.6,French
j’ai tellement tellement soif j’en peux plus j’ai plus d’eau et j’arrive pas avant 20 min encore,3.4,French
@user est tellement con qu'il est devenu minecraftien avec byslide,1.8,French
@user Pourtant le proviseur dit qu'il n'y a pas de traitre dans les élèves,2.0,French
Ca fait du bien de sortir et marcher avec du stray kids dans les oreilles,1.6,French
@user J’veux croquer,3.0,French
Dieu est grand 🤲🏽🤲🏽🤲🏽🤲🏽,2.4,French
@user @user Donc vous confirmez😉 Les musulmans n'ont rien à faire en terre Chrétienne.⛪,1.4,French
@user Quand t'étais encore imberbe,3.6,French
(j'ai pris le vinyle alors que j'avais dit stop aaah),1.75,French
C’est toujours « tu montes quand » et jamais « je descend chez toi et on bz partout dans ton appartement » 😡,4.8,French
@user au moin il veront que se sera pas la cause des non vaccines si il y a contamination,1.8,French
@user mon frère ça fait longtemps jte voyait plus,4.2,French
Entre #Flers et #Domfront : le radar automatique du Châtellier une nouvelle fois repeint http,1.0,French
@user Oh mon dieu 😭 non doucelette c’est la sucrerie,2.2,French
@user C'est bizzare elle est toujours pas sur netflix,1.6,French
@user on aime pas les mêmes sensations 🤣,2.25,French
@user C’est trop pour moi,2.6,French
@user J’ai compris,2.8,French
Je comprends plus rien là,1.6,French
@user bien sur mais faudrais que je fasse un jour,3.0,French
@user moi jveux mais tu veux pas mraconter,3.0,French
@user Vous etes fous de travailler à Paris aha 🤣,1.5,French
@user princesse mononoké est bcp plus populaire en france de tte facon donc rip Akira,1.6,French
"Serbie, Ukraine, République Tchèque, Hongrie, jouent mieux que le portugal avec même pas 1/16 ème du talent de l'effectif",1.0,French
"Je me suis toujours demandé, les gens en couple ils se disent quoi ?",2.4,French
@user relire ça ds un mauvais mood c’est top hihi mercii encore,3.2,French
"#Covid19 : 2021 commence mal, très mauvais chiffres en Europe http",1.0,French
@user Joyeux anniversaire à ton fils.,4.0,French
@user Perso je sais même pas lequel est mon pref mdrrr j’mets que le premier qui me viens en tête,2.6,French
1000€ vous passez la nuit dans un cimetière ? répondez jveux savoir,1.8,French
@user moi je le savais parce que c ma ville,2.2,French
@user Je vais lui demander une handcam tu verras,2.8,French
"@user @user Salut, je serais super intéressé aussi histoire de pas mourir bête..",2.2,French
"j'ai compté 7 je crois, qui rentrent dans cette baraque 🤣 http",1.6,French
@user Il ont fait venir l’autre vieux qui rit crissement mal pour animer le rassemblement après le service http,2.75,French
"@user @user @user @user Max le catalyseur est revenu de son exil , j'ai hate d'un new clash entre vous",1.6666666666666667,French
@user @user bonne chance,2.2,French
@user c'est les english qui disent watermelon mais en français c'est pastèque mv,1.2,French
@user Si fait*,1.3333333333333333,French
@user En gros c’est ça.,1.0,French
vous arrêtez pas de dire que la communication c’est la clé ? mais enfaite c la compréhension !!!!! eh oui !!!,1.0,French
@user Pourquoi tu penses à @user et @user ?,2.6,French
@user Elections régionales en Bretagne : quand le masque tombe http,1.0,French
"Messi-Pedri, Pedri-Messi ça y est vous connaissez la chanson",1.0,French
J’ouvre mes messages Jvois c’est des insultes,2.0,French
Des gros sacs Snippes pour y foutre des baguettes dedans 😭 mais pq wsh crari Lidl ils avait plus de poches,1.8,French
@user @Blackyftn en magasin non plus y’a rien du tout,1.2,French
@user J’ai rt,1.6,French
@user Bon appétit. Ça a l'air bien bon tout ça et tout cas.,3.0,French
J’aime tellement mes copines putain,2.8,French
@user Ptdddr c’est super sérieux en plus ça serait vriament un accomplissement pour moi j’ai trop de haine envers eux,2.6,French
@user Bonjour et belle journée à vous,1.8,French
@user Une chèvre maléfique,1.25,French
@user C’était déjà la fin mais mdrr j’allais déballer mon sac là,3.2,French
perso quand je vais mal l’entourage peut aider un temps mais sans Dieu y’a rien qui change,3.6,French
@user Et y’a plus de mecs frais encore,3.2,French
@user @ROCCATFrance bonjour je participe a ce superbe jeu concours merci a vous je mentionne @user,1.0,French
Tu te trouves quelque part Entre mes espoirs et mes regrets. http,3.2,French
@user C'est la meilleure vidéo,1.4,French
@user Précarité,1.0,French
Je pense qu’on peut le dire : Lille champion !! Bravo à eux ! Mention spéciale pour Galtier,1.0,French
@user Oe c'est ce que je vais faire bv,1.4,French
Ma meuf elle aimait pas les disquettes de @user je ne souhaite à personne de rencontrer mon ex,4.2,French
@user @user montre j’y crois pas,1.8,French
@user @user HAHAHA ca par de la alors v mourir bandes de chiens,2.2,French
"#SpinningOut : #KayaScodelario relance sa carrière de patineuse, dès à présent sur @NetflixFR #Netflix http",1.0,French
@user oui :(,1.4,French
"@user Les camps, les tortures, la mort, tout un programme !",1.4,French
@RokhayaDiallo @user @user Une raciste comme vous devrez etre interdite de plateau !! Vous êtes pires que les fachos du RN,2.4,French
@user purée ça va être trop dur je le sent,2.2,French
@user @user Sauf les vaccinés qui en auront beaucoup besoin,1.6,French
@user La radine ? Parce qu’elle fait attention de ne pas coûter chère à ces parents ?? LOL,3.0,French
@user @lachainelequipe C’est pas grave pour le moment,1.0,French
@user jvau faire pire le texte di blanc était simple,2.75,French
@user @OL @coupedefrance @GroupamaStadium a dimanche j'espère fort frero,2.2,French
La vie c'est chelou,2.6,French
me dites pas qu'il s'excuse parce qu'il s'est blessé haha....,1.8,French
@user Mdrrrrr faut bien préciser sur le pas trop,1.4,French
@user Vraiment je l’aime de tout mon cœur 🥺🥺,3.4,French
@user laisse tomber je mourir,2.25,French
@user Wsh comment ça s fait 🤣,1.2,French
"@user je t’envoie en dm, sinon le garçon que j’aime bien va voir qu’il est tout seul dans la story 😭😭",4.4,French
"@user @user À d'autres Charles, vous m'avez déjà eu plusieurs fois avec votre baratin, c'est fini",3.0,French
#moneyslave je vend mes pieds,4.4,French
"@lequipedusoir @lachainelequipe #EDS sa démontre le niveau des entraîneurs français, c'est tout !",1.0,French
· ⋆ . ✫ · · · ✫ . ˚ ✫ * * * ✵ . . * ✺,1.0,French
@user réel c beau,2.25,French
Vous êtes bizarrement moins actifs depuis décembre ? Qu'est ce qui se passe ? T'as plus de thune à cracher pour moi ?,2.0,French
@user C’est pas du tout pardonnable,2.8,French
😴😕,2.75,French
lane contre Sett ignite de bon matin là 😋😋,1.2,French
@user Sache qu’on est ensemble 🤝,2.6,French
@user Quelle heure ? Quel jour ?,2.5,French
@RFMFrance Hoo toute ma jeunesse !!!! 😊 #Indochine 👍🎤,3.0,French
@user @booba Pk j'ai regardé jusqu'à la fin ... putain g un problème,1.6666666666666667,French
"Svp quand vs vs désabonnez, bloquez moi aussi comme ça je vs unfollow aussi pck jsuis clairement pas votre fan",2.6,French
Comme une envie de lui déclarer ma flamme avant que ce soit trop tard,4.2,French
"@user Ça fait 40 ans que Melenchon fait le bouffon, ça ne date pas de cette année.",1.2,French
ah mais le tattoo il l’a dans le trailer aussi,1.4,French
le pire c’est qu’il y est allé genre 1 semaine après moi pffff,2.4,French
Découvre la vidéo de Real Madrid FR ! #TikTok http,1.0,French
J’ai vraiment besoin d’un massage,4.8,French
@user Qu'est-ce t'as encore ma dramaqueen,2.6,French
L’amitié fille/garçon n’existe pas et tout ceux et celles qui ont un(e) meilleur(e) shab il y a forcément hejja entre vous c’est obligé.,2.2,French
@user J'ai pas suivi ça parle de quoi??,1.4,French
Un résumé de mon enfance en une image : les journaux télévisés d'Al Jazeera http,2.8,French
@user Ouais mais le problème avec la monster c que j'en boit une je suis dans le mal mdr,3.8,French
J’arrive pas à me concentrer c’est pour ca que je suis en échec lifestyle,3.6,French
J'ai trop envie d’un petit week-end à la mer avec toi.,4.2,French
@user plus les jours du ramadan passent plus j'me pose la question 🤔,2.0,French
#Onepiece1015 Je suis mort c’est prouvé Sanji &gt; Zoro http,1.4,French
2019 stoppez les vidéos montages de vos vies de couple svp,1.8,French
@user @user @user Qui se douche encore en 2021 de toute façon,2.2,French
J'ai ganesh http,1.0,French
@user fais moi plaisir et brule ce couteau,2.4,French
T'as marqué ma vie à ta façon.,4.0,French
@user Tu serais pas OTP ?,2.4,French
Peux-tu vendre ton cousin/ta cousine pour 50 Milliards ?,2.0,French
@user @user @user peef c un monteur idiot,1.4,French
@user Mais frérot neuer il les bouffe matin midi et soir Et si t'as pas d'exemple c'est bien qu'il y a une raison,2.2,French
"@user Magique ! Là je mate ça, ça devrait te plaire. http",2.6,French
@GuillaumeTC Pauvre homme,1.6,French
"Guardiola faut en parler aussi ! Il chie en finale, il change de compo et il perd une nouvelle fois",2.2,French
@user oui pourquoi ?,1.4,French
@user BLA LAH,1.0,French
@user Dès que je t'ai vu !,2.6,French
@user dsl c’est réel faut en profiter c’est les vacances,2.8,French
Le visuel inclusif d’une secrétaire d’État au niveau fédéral. Inimaginable dans un pays voisin. http,1.0,French
@user @user j’ai trouvé un spécimen rare 😂😂😂😂♥️,1.6,French
@user j'suis sous lchoc aussi 40 fav pour 30 seconde c insane pour moi,2.2,French
@user ah c’est trop mignon mais tqt je comprends,3.0,French
"@rglucks1 Bah on fait rien. Normal, c’est la Chine, elle est riche et puissante. Seul l’argent compte…",1.4,French
@user Je suis HEUREUX HEUREUX 🥲🥲🤩 tu peux pas savoir comment la,3.8,French
@user @user @AlvaroGonzalez_ @user Non ça c’est Neymar,1.0,French
@user @user @user @user @user ca n'a littéralement aucun rapport avec le tweet pingou 😠😡😠😡😠😡,1.0,French
@user ça c'est une excellente initiative !,1.0,French
« ouai josman il fait que des sons de cul » http,1.8,French
Imagine t'arrives dans ta petite pizzeria locale et tu vois ça ?! 😭😭😭 http,1.8,French
@user Pourtant je suis déjà mariée à lui je comprends pas,4.0,French
@user Quel idée aussi mdrr,1.75,French
@user Tu pense quoi toi,2.4,French
@user C’est toiii❤️,2.6,French
@user t matrixé ma sœur éloigne toi de moi,2.2,French
@user @user c’est trop stressant quand je recois une notif jsp cest laquelle en plus vous avez toutes les deux mes notifs argh,3.2,French
quand cette scène sera animée.. j'ose même pas imaginer internet http,2.2,French
"P L A N D É M I E Déjà vu, mais ça ne fait pas de mal de remettre ce slogan qui prend tout son sens ! http",1.2,French
@user @user @user Celle-là elle est bien,3.0,French
Donnez moi cette pc pitié une de mes pc de rêve sur jin😩 http,1.4,French
@user On espère,3.0,French
@user t’as raison fume que des purs de beuh mec,3.6,French
"Luigi &amp; Cie, une nouvelle pizzeria à Vimoutiers http",1.0,French
"Elle est belle ta France de merde , vivement le changement de 40 ans de ksos hautain envers le peuple , le vrai #ExpulsonsNosEnnemis",1.5,French
@user Owwn bébé vient me voir en dm wsh,4.4,French
En ce moment je rebtre chez moi que pr dormir et manger,2.6,French
@user Ils y croient.....,1.2,French
@user @BFMTV Tu t'es mis ça dans le uc ou dans le bras🤣🤣,3.0,French
@user @Santi_J_FM Reste à savoir combien en veut Man U...,1.6,French
@user comme toi,1.8,French
@user @user Ça étonne qui?,1.8,French
@user @user Que dire donc ?🌚,1.25,French
"@user calme c'est juste un masque, t'es oppressé pour rien la",2.8,French
@UPR_Asselineau Et nos médias sont financés par qui ? Des philanthropes des lobbystes,1.25,French
@user C'est dommage en tout cas mais bon ça va on a vu pire,2.0,French
Chelsea joue bien mais j’ai l’impression qu’ils risquent de s’endormir j’espère que je me trompe,1.4,French
@user @user le porte parole est absent ca joue 😁,1.8,French
@user on est trop pareilles bb,4.2,French
@user Magnifique,1.4,French
Le télétravail c'est cool en aout et une journée par semaine. Sinon c'est de la merde.,2.0,French
"J'ai une question les gens, Allah le Miséricordieux, il est au courant que ses sérviteurs ont besoin de la CAF pour l'adorer ?!?",1.2,French
@user @user Franchement Epic Mickey en perso ce serait le feu je pense,2.6,French
Chris Breezy il veut son oscar aussi,1.0,French
@user il vaut surtout 1/10 de Mbappé,1.2,French
à croire c'est pas possible de faire un repas sans pommes de terre,1.6,French
Tomber amoureuse d’une vidéo ☑️https://t.co/Z9Te7BuD9u,2.75,French
Les mecs qui jouent pompe sur warzone votre string il est de quel couleur ?,2.0,French
"@user Non tkt je l'ai eu en 1 multi, c'est All Might que j'ai pas eu",1.4,French
OH LA GAME MON DIEU ... j'ai mon meilleur mcdo avec moi en plus YA UN TARIC WSHH #KCORP,2.25,French
"ça me déchire un peu, mais c’est rien c’est la rue mdrr",3.2,French
@user Such an amazing 🍑,3.8,French
vous savez quoi jvais me faire toute les saisons de hollywoodgirl,3.2,French
@user Merci mon beau Naoto !,1.6,French
mes cheveux sont catastrophiques http,2.8,French
j’ai envie d’un truc que je mange jamais : un grec,2.0,French
Il est bon nuno mendes ?,1.2,French
@user @user @user Mdrrr j'ai blessé prsn,2.6,French
"C'est ironique, au cas où.",1.6,French
@user Tse j’vais pas pleurer 😭,3.0,French
@user On espère tous 🙏,1.4,French
Je vois souvent des critiques contre LRG mais au moins c'est possible de commander si on est présent à l'heure.,1.4,French
@user Aucun doute que les bars à putes sont des clusters.,3.2,French
@user En effet elle est trop belle (comme toi d’ailleurs),3.25,French
@user Prends comme tu veux.,1.8,French
@user Mais regarde les commentaires,1.0,French
Bon go regarder la finale de l'Europa j'espère un bon match,2.6,French
Hey Wizard esport recrute pour compléter ces 2 roster. Venez mp si vous êtes intéressé RT svp ❤️,1.0,French
@user @user @user On comprend mtn tes avis,2.2,French
@user Wsh vous parlez mal de ouf 🤣🤣🤣 (jmet pas sparfum),2.333333333333333,French
@user @user pourquoi lui aussi est censure ??? BIEN SUR JE VAIS SIGNER,1.2,French
"@MotoGP @JohannZarco1 Dommage dommage , la saison est encore longue , trust !",1.6,French
Avec celui-là il me manquera juste pour cette été la chaise de camping et les boules de pétanque http,1.75,French
@user Dans quoi tu utilise le joystick droit ?,1.4,French
@user envi de voyager dans ton q aussi,4.0,French
Ma manette a pas chargé cette nuit jvais tout casser,1.2,French
reveillez vous le psg..,1.0,French
Quand le recruteur retrouve ton compte Twitter... http,1.8,French
@Senat merci pour la te-hon devant tous les pays du monde,1.8,French
@user jspr il est heureux dedans cet enculé,3.6,French
🙏🏾 je reviens plus tard,3.0,French
Ma bann avec l'équipe 100% girls 🥰,2.4,French
spécial🥰🥰🥰,3.0,French
@user Mais ça va c'est oklm mais ta mère elle va pas le prendre comme ça c'est ça le problème ..,2.5,French
@user ça se voit t’as pas vu la descente de dijon,2.8,French
j’parle pour les 2 côtés hein les gens qui mettent des versets en bas tt aussi dumb que le tweet d’origine,2.4,French
@user Mdrrr dégage,1.0,French
Il va sauter trop haut mettre une tête opposé on va tien comprendre,1.3333333333333333,French
Ça fait une semaine qu’on a repris je veux déjà aller en vacances c’est normal ?,2.4,French
@user c’est trop bien,1.6,French
@user Bah si il est pas rentrer dans la maison alors que tu était seul c'est fine,2.25,French
@user @user Je suis d’accord avec vous et pas avec Mr Messiah qui met tout le monde dans le même sac.,2.0,French
@user @user Merci l'ami !,1.5,French
@user Et Jveux plus particulièrement savoir si tu joues katana comme moi MDR,2.6,French
Je l’aime plus que tout,4.6,French
@user Ah mais c'est sûr ...,1.6,French
@user 🍆 dis moi tout 🍆😈😈😈,4.5,French
Pourquoi le tome 1 de Chainsaw man il est introuvable j’ai envie de mourir,2.2,French
50€ pour un 50€ pour un truc truc pour moi pour mon chien 🐶 http,2.0,French
@user @user T'aimes pas joindre l'agréable à l'utile ? 🤣,2.8,French
@user tu vas gagner,1.5,French
Bref je ferme mon fanclub c’est fini,2.25,French
Est ce qu'il y a un vendeur en ligne qui vend des casquettes de marques originales a Dkr ? #Rtapprecies,1.0,French
@user @user Mais t’as envoyé à qui ⚰️,3.2,French
@user Ah ah oui l'obstination en ce qui concerne la bouffe c'est vrai que ça peut être... Envahissant 😂 brave Mimi !,2.8,French
Priez pour que j'ai des voisins cools.,4.4,French
oh jsuis mort y’a un rappeur de ma classe il a mis une story insta « posée moi vos questions » personne lui a répondu 😭😭😭😭,2.25,French
Ça va aller dormir par ici ...,3.6,French
@user montre tu veux mettre laquelle,1.8,French
Sur Facebook ils vont commencer à relayer les rumeurs sur un retour de Benzema,1.0,French
Évidemment très déçu de ne pas maîtriser le dialecte de Guadalajara qui aurait pu me permettre de prendre part à la conversation,1.6,French
Vert : achète. Rouge : vend. #easytrade,1.0,French
@user 4 bo d'affilée 91 buts en 1 année 73 buts en 1 saison,1.0,French
Le gouvernement et l'administration française sont les plus grosses putes qui existent sur cette terre,1.6,French
@user @user C'est cela la LREM la racaille en marche !,3.2,French
@user Je suis pas maniaque chéri,3.6,French
@user Hey salut Ça vas?On voulait voir ce qui ce passe😄,3.2,French
@LCI Pour le gros Dupont une femme ne peut pas se défendre ?,1.6,French
@user Si ca peu faire plaisir :),3.6,French
@user J’ai vu ça j’étais très bien réveiller grâce à toi MDR,3.4,French
"@user Bon c'est bon, j'appelle la police.",2.4,French
"@leJDD En vieillissant, Montebourg ressemble de plus en plus à Mélenchon vous ne trouvez pas?",1.2,French
@user Vraiment ptdrr merci prcq y a grv des trucs j aime vraiment bien ( FKA twigs for exemple ),2.6,French
@user J’att ton snap quand tu l’auras sur toi,3.4,French
"@user T'es la one n only pour lui, normal que tu sois heureuse hehe jtm fort aussi chou",5.0,French
@user nan pcq elle m'a dit «ce week-end jte ferai réviser» 😭,3.25,French
@user (aucun des 2 sera relégué),1.8,French
"@user T’es trop riche 😂 Du coup je réitère ma proposition, donne les moi 😂",2.0,French
Dans le quinté Le 13 Gavroche Maza GG et GL #cdj180821,1.0,French
@user Mdr je veux trop voir alors que j’ai pas vu les deux autres 💀,2.2,French
@user @pcdv8r @user Les boutons ??,1.6,French
@user @user @user Tu a besoin de moi ??,2.0,French
"Doublé de Wijnaldum défenseur, pas Salah Pas Firmino, A2LO",1.0,French
@user @user Bien dit frère !!! Nous avons dépassé l’ère du changement nous vivons la crise climatique!!! Agir est un devoir 🌳🌳🌳,1.2,French
"🔴 Élection présidentielle : Laurent Fabius, président du @Conseil_constit rend publique la liste des candidat(e)s. http",1.0,French
@user Même moi ptn mon compte de 2018/2019&gt;&gt;&gt;,2.8,French
@BFMTV Plus fort pour s’endetter en effet,1.4,French
@Michoucroute_ Mdrr c'est trop 😂🤦‍♂️,1.8,French
"@Orange_France @user @XiaomiFrance Bonjour, merci bonne journée",1.0,French
Une nouvelle équipe se développe chez UNIVERS💪 PUBGMobile est dans la place 👀 Plus d'informations dans les prochains jours 📩,1.0,French
OM - Nice : Une affiche pour l’Europe http,1.0,French
@user Un jeu qui fait peur !!,2.0,French
@BFMTV Fallait y penser avant ! 😡bande d’incapables !,2.4,French
"@user C'est impressionnant cet effet que ça a, t'es pas la première que je vois le dire",2.4,French
@NetflixFR vous ne venez pas de mal orthographié le nom de CamiLa!!! 😩😩 http,1.2,French
@user Lampionne ?,1.0,French
"Terminé***#A20 ouest (du Souvenir), à la fin de l'entrée du boul. des Anciens-Combattants pour le pont Galipeault, débris récupérés",1.25,French
Québec octroie 970 000 $ pour l’intégration des Premières Nations sur le marché du travail http,1.0,French
"Mini1, grande section de maternelle, vient de nous épeler police. Cet enfant me fascine.",2.6,French
@user mais tu la connaissait meme pas deblaye gentillement,2.8,French
@user ils verront pas le tweet ils sont en train de manger,2.6,French
@user 👍💪,2.333333333333333,French
@user Ah merde 😭 En espérant que le temps te fasse changer d'avis hein,2.2,French
@user Magnifique femme 😍💕,2.4,French
CCarbonara aux champignons et épaule de porc fumé : une tuerie 🤌🏾😋🍷 http,2.4,French
"@user d’accord je fais ça demain matin, seul problème j’ai pas de couteau suisse",3.0,French
Cmt ça il n’existe pas un seul bon back gauche belge frr c’est trop la folie,1.4,French
@user Très bien et toi,1.6,French
"@user salut le/la S, ça va ? Ouais j'suis pas trop sur whatsapp, jsuis + sur discord ou twitter",2.8,French
@user Ils tiennent super bien les chants alors que j'ai l'impression qu'il y a une multitude de groupe,1.2,French
L’#ICESCO et le ministère égyptien de la #Jeunesse et des Sports examinent les perspectives de coopération http,1.0,French
@user Mdr tu t'es fait un film entier dans ta tête frerot jte promet,2.8,French
@user Le jeunecrack avec beamer,2.0,French
@user Racaille ce soir nous allons rire,2.75,French
Cindy elle fait plus de TikTok depuis la photo,1.8,French
"@user N'essayez pas de me flinguer le moral, 'Beli, il est blindé au titane. Plus optimiste, tumeur.",2.25,French
j’ai tellement hâte d’en finir avec les examens et enfin pouvoir profiter de ma vie😢,3.4,French
'' L'État doit traquer de façon intraitable ces gars de la BAS'' 📞 Hervé Emmanuel NKOM,1.2,French
@user @user Je crois qu'il faut téléphoner #2424 et non le texter.,1.0,French
@user Les gants cm as sur une femme sa dois etre qlq chose sah,2.6,French
L’amour n’est pas parfait quand il est vrai.,1.25,French
@user Le monde est devenu complètement dingue.,1.4,French
Les célibataires de la Côte d’Ivoire veulent participer aux combats en Ukraine 🇺🇦. #syndicatdescelibataires,1.2,French
@user jte jure je fixe le mur là,2.75,French
@user Troooop bien !!! Je suis d’origine espagnole (de très loin) hola soy Clem ? 😭,1.8,French
Mon crush qui sort elle pute tout ses collègue pute je lui dit importe quoi après il me dit sauf amide HEUREUSEMENT SINON JE TE DEFONCE,4.25,French
@user Vraiment mon frère c’est une bénédiction pour la RDC,1.25,French
@user @user Joyeux anniversaire à lui,3.0,French
@user Va bouffer de la pâtée pour chien,2.6,French
foutez-moi la paix 😮‍💨,2.4,French
@user Ça date de 2015 waaaaaa,1.5,French
@user @LMilotOfficiel Merci bcp 😉💋,1.2,French
@BFMTV Éliminer dès le 1er tour puis définitivement éliminer 😂😂😂😂😂,1.0,French
@user Très bon résumé mon gars,1.4,French
comme moi je suis votre p d . continuez,2.75,French
Jour de Match on part à la guerre contre les qataris 💙 http,1.0,French
Bonne journée la famille ❤️ http,2.6,French
Marlene dans la catégorie Bonne Année ? Débarquez moi ! http,1.4,French
Le mec qui a lâché l'info sur les comptes en suisse de cahuzac est coupable de tout nos malheurs,1.6,French
@user @LCI @gerard_larcher Les ukrainiens ont du bien le nourrir http,1.2,French
@user Je t'ai pas,1.6666666666666667,French
@veroniquegenest Non. Ce type est dangereux.,1.4,French
@user @user Les vautours au vol assistent. VDLS,1.2,French
"Bonne nuit à tous sauf à "" arrêtez de faire les Amílcar Cabral"" 💀",1.2,French
@user Sauf s’il veut entretenir l’inquiétude de la population à son profit.,1.6,French
Je sais pas comment ils font leurs frites à Djolof Chicken mais j’adore 👌🏾,1.6,French
Envoyez de l'argent simplement et rapidement partout dans le monde 🚀🌍!,1.0,French
@user @user @user @user @user @user @user @user La bonne nouvelle de la soirée !,1.0,French
"@user Oh nonnn prend soin de toi, j'espère que tu seras pas trop malade :/",3.2,French
🔴🔴🔴 ❤Il est pour moi le seul❤ 🌿🇨🇵ZEMMOUR 2022🇨🇵🌿 http,1.75,French
@user Jamais connue,1.0,French
@user dis plutôt que la longueur des audios te les brisent hein,2.0,French
"@user @user La manette mais réel, pamine pire twittos + même pas objectif + ratio avec autofav",1.3333333333333333,French
@user tant mieux 😛,2.5,French
Je suis entrain de réfléchir à quelle coiffure je vais faire au concert pour pas avoir chaud alors que ??? Le and more ???,3.25,French
Est c’que le monde il est à l’envers ou c’est moi qui est à l’envers ? http,2.8,French
@user @user @user @user Non c'es la vérité,1.25,French
@user Gagner du poids en étant ectomorphe surtout xD,1.2,French
Qui arène ?,1.6666666666666667,French
@user C'est ma femme non 🤔,2.25,French
"11,90€ le grec ?? Pardon, j’ai raté quoi ??",2.2,French
question du jour : est-ce que vous pensez qu’on peut aimer deux personnes en même temps?,3.2,French
Faites bien le trie dans ses paroles http,1.0,French
@user @user Ouai chante pour nous M,1.4,French
@user @user Mdrr ça doit être ça oui.,1.25,French
@user @user @TrashTalk_fr Un jour peut-être...,1.4,French
@user Ils ont été monstrueux et courageux. C'est complètement mérité,1.75,French
@BFMTV La protection des français c'est l'état. @jmblanquer un ministre qui fuit ses responsabilités.,1.2,French
"@user Ça fait câbler ils sont tous comme ça, quand tu dois payer ça va super vite mais quand t'as besoin tu peux aller te gratter 💀",1.25,French
@user l'opération chirugicale est un vrai succès ! bravo docteur Z,2.5,French
@user ?,1.4,French
Finalement le circuit de Miami est difficile hein,1.6,French
Il ma tellement sauver ✝️🫶🏼,2.4,French
